,Portfolio Returns,Portfolio Standard Deviation,Sharpe Ratio,Balanced Weights
125,0.09832212578487967,0.18805697904027857,0.52283157097733,"[0.13501161 0.02173117 0.17319576 0.04019573 0.18569571 0.20478161
 0.02031594 0.20227861 0.01679385]"
126,0.18010260396663136,0.1736997711742758,1.0368614923846475,"[0.07548515 0.10154025 0.20322606 0.1068761  0.14275203 0.13212648
 0.19166237 0.02034054 0.02599103]"
127,0.13639565712971413,0.21866699320478206,0.6237596956481646,"[0.13319221 0.17101192 0.2080609  0.12313606 0.16519116 0.07238519
 0.04236069 0.05445477 0.03020709]"
128,0.13548333198702694,0.16050894438087782,0.8440858701651751,"[0.04518287 0.04006203 0.02256567 0.21983929 0.07779562 0.23084558
 0.03869266 0.19094225 0.13407402]"
129,0.16595951970841452,0.1296956409758251,1.2796075369977078,"[0.00548511 0.10052691 0.09275822 0.07964709 0.14235864 0.16976851
 0.08580759 0.14265957 0.18098837]"
130,0.09839006625703592,0.14056447226944735,0.6999639714680711,"[0.06921298 0.17560292 0.00078822 0.10399396 0.15192772 0.16624028
 0.14248995 0.13081208 0.0589319 ]"
131,0.06278237788678255,0.2007784795188768,0.3126947571135475,"[0.14998111 0.09455627 0.07201683 0.1607672  0.04738249 0.03918699
 0.10950943 0.16867702 0.15792265]"
132,0.10747433466036832,0.18402375045539757,0.5840242598817006,"[0.14154115 0.13390852 0.16762503 0.01413654 0.11704011 0.15578502
 0.15825247 0.06618941 0.04552175]"
133,0.15712395314696978,0.18024787900915068,0.871710413518891,"[0.05365137 0.13293128 0.11942144 0.18984607 0.1858406  0.07337013
 0.06073077 0.14917803 0.03503031]"
134,0.09135747193769098,0.18198971406533418,0.5019925021965456,"[0.13373397 0.16719092 0.15796615 0.03033482 0.15516847 0.06537419
 0.08336965 0.04333078 0.16353105]"
135,0.10032038475366252,0.11317575450733046,0.8864123344294975,"[0.02776842 0.02780436 0.04112505 0.01763096 0.11487952 0.09985625
 0.16898008 0.24568014 0.25627522]"
136,0.10838856402799661,0.17779556543850772,0.6096246762998362,"[0.12058516 0.0470902  0.15742197 0.13462    0.14922967 0.07745479
 0.15475346 0.00405895 0.15478579]"
137,0.09001846517274897,0.11585366588031289,0.7770014396069783,"[0.05958574 0.10655935 0.04624674 0.00610778 0.14006884 0.1259509
 0.16852178 0.12449909 0.22245978]"
138,-0.00573544144043487,0.24042371545801308,-0.023855556135586348,"[0.23244985 0.09600011 0.0807727  0.07555388 0.00142415 0.0529804
 0.03467573 0.2227937  0.20334947]"
139,0.07548346144284888,0.18947087785899253,0.398390836078909,"[0.13144691 0.06150113 0.10530653 0.16401869 0.17461054 0.05080552
 0.07085394 0.12325506 0.11820168]"
140,0.11254466162876207,0.13258346482510303,0.8488589567124749,"[0.05887739 0.01294396 0.07070795 0.09148076 0.08876273 0.14311074
 0.15471032 0.17637176 0.2030344 ]"
141,0.07971700752612748,0.155059736003355,0.5141051415462404,"[0.11238712 0.10849818 0.03793308 0.13351588 0.1509037  0.13536619
 0.2154884  0.03068879 0.07521866]"
142,0.11020499227911697,0.1899999304712737,0.5800264874085256,"[0.1315717  0.0870612  0.12079468 0.16600286 0.14994239 0.14259977
 0.16873766 0.03288717 0.00040257]"
143,0.06749778547147267,0.1871077399517578,0.3607428826240737,"[0.17518521 0.04328677 0.14125023 0.00581605 0.0832861  0.21201686
 0.17287446 0.0968232  0.06946113]"
144,-0.01794594539314788,0.18217536924360506,-0.09850917534933357,"[0.18602239 0.14870473 0.02040354 0.02262677 0.21748172 0.10150498
 0.06163733 0.07719177 0.16442677]"
145,0.06737868512370963,0.207415830033446,0.32484832576590106,"[0.16680336 0.11039323 0.11341873 0.0885103  0.11258903 0.11173262
 0.09034656 0.18636659 0.0198396 ]"
146,0.10203862400680701,0.15299251024403732,0.6669517602139209,"[2.90195130e-02 1.41883072e-01 1.19350991e-04 1.88928505e-01
 2.02488130e-01 1.95922442e-02 1.82449138e-02 2.09587335e-01
 1.90136937e-01]"
147,0.08967391795537814,0.139056898242483,0.6448721285225824,"[0.0817096  0.08413537 0.00094983 0.13177598 0.08752162 0.2182615
 0.12453621 0.1136039  0.15750598]"
148,0.1857620099736007,0.17563150160373137,1.0576804746151194,"[0.02343349 0.18873395 0.0266635  0.21649826 0.00342011 0.17570212
 0.1590126  0.20422583 0.00231015]"
149,0.18490506609901822,0.15012969409662408,1.2316355349396273,"[0.00025857 0.17981716 0.14729852 0.06254959 0.19134224 0.04627035
 0.07645208 0.16659679 0.12941471]"
150,0.1179042702769472,0.161229827712134,0.7312807558627307,"[0.09328963 0.1283039  0.0978343  0.09755987 0.07812325 0.13807389
 0.10724396 0.11259831 0.1469729 ]"
151,0.12716642611268272,0.16521394051278196,0.7697076028692891,"[0.04326869 0.04845529 0.06753087 0.17305855 0.22155918 0.08743557
 0.08653389 0.27157283 0.00058513]"
152,0.05594289286099208,0.16571784996355887,0.3375791616491153,"[0.13356746 0.19865549 0.02847652 0.03322593 0.10268709 0.1758907
 0.06818766 0.13637426 0.1229349 ]"
153,0.04006486404182082,0.12516481088554482,0.3200968687473795,"[0.0859599  0.09423907 0.01562992 0.00470104 0.2261397  0.13198648
 0.03081625 0.18855044 0.22197721]"
154,0.1314360907418639,0.1950723678654843,0.6737811827480255,"[0.10872531 0.12660538 0.14919971 0.16441674 0.18372403 0.14405637
 0.00790356 0.06165223 0.05371666]"
